provstate,city,attacktype1_txt,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1_txt,weaptype1_txt,weapsubtype1_txt
Islamabad Capital Territory,Islamabad,Bombing/Explosion,Transportation,101,Bus Station/Stop,Bus Co.,Aabpara Bus Terminal,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Islamabad Capital Territory,Islamabad,Bombing/Explosion,Private Citizens & Property,73,Vehicles/Transportation,,Van,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Islamabad Capital Territory,Islamabad,Bombing/Explosion,Private Citizens & Property,74,Marketplace/Plaza/Square,Bus. Dom.,Marketplace,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Punjab,Lahore,Bombing/Explosion,Private Citizens & Property,74,Marketplace/Plaza/Square,Bus. Dom.,Marketplace,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Punjab,Rawalpindi,Bombing/Explosion,Private Citizens & Property,74,Marketplace/Plaza/Square,,Shopping Area,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Sindh,Karachi,Armed Assault,Private Citizens & Property,67,Unnamed Civilian/Unspecified,,Private Citizen,Pakistan,Firearms,Handgun
Sindh,Karachi,Armed Assault,Private Citizens & Property,67,Unnamed Civilian/Unspecified,,Refugees outside U.N. office,Pakistan,Firearms,Automatic Weapon
Sindh,Karachi,Bombing/Explosion,Private Citizens & Property,79,"Public Area (garden, parking lot, garage, beach, public building, camp)",Govt,Street,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Sindh,Karachi,Assassination,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",Saudi Arabia State Department,Consul Hasan Al-Amri,Saudi Arabia,Firearms,Handgun
Sindh,Karachi,Armed Assault,Police,25,Police Security Forces/Officers,Police,Police Unit,Pakistan,Firearms,Handgun
North-West Frontier Province,Peshawar,Bombing/Explosion,Transportation,101,Bus Station/Stop,Bus company,charsada bus station,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Balochistan,Quetta,Bombing/Explosion,Transportation,101,Bus Station/Stop,Bus Co.,Bus Station,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Sindh,Karachi,Armed Assault,Private Citizens & Property,74,Marketplace/Plaza/Square,Government,Malir Area Street,Pakistan,Firearms,Automatic Weapon
Sindh,Karachi,Bombing/Explosion,Police,22,"Police Building (headquarters, station, school)",U.K. state dept.,consulate guardhouse,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Sindh,Karachi,Bombing/Explosion,Government (General),21,Government Building/Facility/Office,U.K. Govt,British council library,Great Britain,Explosives/Bombs/Dynamite,Unknown Explosive Type
North-West Frontier Province,Peshawar,Bombing/Explosion,Private Citizens & Property,82,Labor Union Related,British Council,library,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Islamabad Capital Territory,Islamabad,Bombing/Explosion,Government (General),21,Government Building/Facility/Office,U.K. Govt,Cabin near british council library,Great Britain,Explosives/Bombs/Dynamite,Unknown Explosive Type
Sindh,Karachi,Bombing/Explosion,Transportation,99,Bus (excluding tourists),Bus co.,bus,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Balochistan,quetta,Bombing/Explosion,Business,8,Hotel/Resort,,Hotel,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Sindh,Karachi,Assassination,Private Citizens & Property,82,Labor Union Related,People's Student Federation,Student leader,Pakistan,Firearms,Handgun
Punjab,Rawalpindi,Bombing/Explosion,Business,8,Hotel/Resort,,Room in Karachi Hotel,Pakistan,Explosives/Bombs/Dynamite,Grenade
Sindh,Karachi,Hostage Taking (Kidnapping),Business,,.,U.S. Firm - Name not Shown,Son of Pakistani General Mgr,Pakistan,Firearms,Automatic Weapon
Islamabad Capital Territory,Islamabad,Facility/Infrastructure Attack,Journalists & Media,53,Newspaper Journalist/Staff/Facility,Markaz daily newspaper*,Press room,Pakistan,Incendiary,.
North-West Frontier Province,Peshawar,Bombing/Explosion,Business,7,Retail/Grocery/Bakery,,Video Store in Kachakhani bazzaar,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
North-West Frontier Province,Peshawar,Bombing/Explosion,Private Citizens & Property,,.,,Scooter,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
North-West Frontier Province,Peshawar,Assassination,Government (General),15,Politician or Political Party Movement/Meeting/Rally,National Islamic Front of Afghanistan,Zahir Shah,Afghanistan,Firearms,Handgun
North-West Frontier Province,Peshawar,Bombing/Explosion,Transportation,99,Bus (excluding tourists),,Bus,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
North-West Frontier Province,Peshawar,Bombing/Explosion,Business,6,Medical/Pharmaceutical,,Hayat Shahead Hospital,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Punjab,Lahore,Bombing/Explosion,Transportation,100,Train/Train Tracks/Trolley,Lahore Railway,Loco Colony (Housing Area),Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
North-West Frontier Province,Mardan,Bombing/Explosion,Transportation,101,Bus Station/Stop,Bus Co.,Bus station,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Punjab,Rawalpindi,Bombing/Explosion,Private Citizens & Property,79,"Public Area (garden, parking lot, garage, beach, public building, camp)",,Sadar area,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
North-West Frontier Province,Peshawar,Bombing/Explosion,Private Citizens & Property,74,Marketplace/Plaza/Square,,New Vegeatable market,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
North-West Frontier Province,Peshawar,Bombing/Explosion,Business,8,Hotel/Resort,,Chitral Hotel,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
North-West Frontier Province,Shabqadar,Bombing/Explosion,Business,2,Restaurant/Bar/Café,,Restaurant,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Punjab,Lahore,Bombing/Explosion,Business,7,Retail/Grocery/Bakery,,Chemical Store,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
North-West Frontier Province,Peshawar,Bombing/Explosion,Transportation,99,Bus (excluding tourists),,Minibus,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
North-West Frontier Province,Hayatabad,Bombing/Explosion,Private Citizens & Property,79,"Public Area (garden, parking lot, garage, beach, public building, camp)",Govt,Khyber Park,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Punjab,Lahore,Bombing/Explosion,Airports & Aircraft,43,Airline Officer/Personnel,Saudi Arabian Airliner,Office in Indus Hotel,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Sindh,Karachi,Armed Assault,Police,25,Police Security Forces/Officers,Police,Unit,Pakistan,Firearms,Handgun
Sindh,Karachi,Assassination,Private Citizens & Property,67,Unnamed Civilian/Unspecified,,Persons sitting outside homes,Pakistan,Firearms,Automatic Weapon
Sindh,Hyderabad,Assassination,Police,25,Police Security Forces/Officers,Police,Policeman,Pakistan,Firearms,Rifle/Shotgun (non-automatic)
Sindh,Karachi,Assassination,Private Citizens & Property,75,Village/City/Town/Suburb,,2 persons in Liaquatabad area,Pakistan,Firearms,Handgun
Sindh,Karachi,Assassination,Private Citizens & Property,67,Unnamed Civilian/Unspecified,,person in residential area,Pakistan,Firearms,Handgun
Unknown,Unknown,Armed Assault,Business,2,Restaurant/Bar/Café,,Restaurant,Pakistan,Firearms,Automatic Weapon
North-West Frontier Province,Peshawar,Bombing/Explosion,Private Citizens & Property,74,Marketplace/Plaza/Square,,Market,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
North-West Frontier Province,Peshawar,Bombing/Explosion,Transportation,101,Bus Station/Stop,,Bus stop,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
North-West Frontier Province,Peshawar,Bombing/Explosion,Business,8,Hotel/Resort,Amin Hotel,Amin Hotel,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Punjab,Rawalpindi,Bombing/Explosion,Business,7,Retail/Grocery/Bakery,,Cloth Shop in Raja Bazaar,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Sindh,Karachi,Bombing/Explosion,Airports & Aircraft,42,Aircraft (not at an airport),Saudi Arabian Airlines,Beoing 747*,Saudi Arabia,Explosives/Bombs/Dynamite,Unknown Explosive Type
North-West Frontier Province,Peshawar,Bombing/Explosion,Private Citizens & Property,79,"Public Area (garden, parking lot, garage, beach, public building, camp)",Govt,University Road,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Punjab,Dhaka,Bombing/Explosion,Violent Political Party,111,Rally,Awami League,Rally,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
North-West Frontier Province,Peshawar,Bombing/Explosion,Private Citizens & Property,75,Village/City/Town/Suburb,Govt,Chautali Chawk area city,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Punjab,Rawalpindi,Bombing/Explosion,Private Citizens & Property,75,Village/City/Town/Suburb,Govt,Seyasatdan Chawk area city,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Sindh,Larkana,Assassination,Government (General),18,"Government Personnel (excluding police, military)",Goverment,Vice Chairman Municipal Council Ziauddin Isran,Pakistan,Firearms,Handgun
Islamabad Capital Territory,islamabad,Bombing/Explosion,Airports & Aircraft,44,Airport,islamabad airport,"parking lot, main termianal, airport",Pakistan,Explosives/Bombs/Dynamite,Vehicle
Sindh,Karachi,Assassination,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Jiye Sindh Mahaz,Vice Chairman and cousin,Pakistan,Firearms,Handgun
Sindh,Hyderabad,Assassination,Violent Political Party,109,Party Official/Candidate/Other Personnel,Pakistan People's Party (PPP),Leaders,Pakistan,Firearms,Automatic Weapon
Khyber Pakhtunkhwa,Peshawar,Assassination,Educational Institution,48,Teacher/Professor/Instructor,Jabbahe Milli Afghanistan,Professor Abdul Qayum,Afghanistan,Firearms,Handgun
North-West Frontier Province,peshawar,Bombing/Explosion,Business,8,Hotel/Resort,,hotel,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
North-West Frontier Province,peshawar,Bombing/Explosion,Military,27,Military Barracks/Base/Headquarters/Checkpost,military,air force theater,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Sindh,karachi,Bombing/Explosion,Private Citizens & Property,79,"Public Area (garden, parking lot, garage, beach, public building, camp)",,street,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Azad Kashmir,muzaffarabad,Bombing/Explosion,Private Citizens & Property,74,Marketplace/Plaza/Square,,fruit market,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Punjab,Nawashah,Armed Assault,Religious Figures/Institutions,86,Place of Worship,,Crowd leaving mosque,Pakistan,Firearms,Automatic Weapon
Sindh,karachi,Bombing/Explosion,Private Citizens & Property,75,Village/City/Town/Suburb,,khanadar area,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Sindh,Karachi,Armed Assault,Violent Political Party,111,Rally,Muhajir Qaumi Movement (MQM),Rally,Pakistan,Firearms,Automatic Weapon
Sindh,Karachi,Hostage Taking (Kidnapping),Violent Political Party,109,Party Official/Candidate/Other Personnel,Muhajir Qaumi Movement (MQM),Members,Pakistan,Firearms,Handgun
Punjab,Lahore,Armed Assault,Private Citizens & Property,74,Marketplace/Plaza/Square,,Market,Pakistan,Firearms,Handgun
Punjab,Lahore,Assassination,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Govt,"Residence, Manpower Minister Ghulam Mohammed Maneka",Pakistan,Firearms,Automatic Weapon
Sindh,Karachi,Armed Assault,Violent Political Party,111,Rally,Muhajir Qaumi Movement (MQM),March,Pakistan,Firearms,Handgun
Sindh,karachi,Bombing/Explosion,Violent Political Party,110,Party Office/Facility,Jamaat-e-Islami (JI),Office,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Sindh,Karachi,Assassination,Religious Figures/Institutions,85,Religious Figure,Sunni Moslem,Local leader Mohammed Azam Tariq,Pakistan,Firearms,Handgun
North-West Frontier Province,Peshawar,Assassination,Terrorists/Non-State Militia,93,Terrorist,Harakat-i-Inqilab-i-Islami (Islamic Revolution Movement),Leaders,Afghanistan,Firearms,Automatic Weapon
North-West Frontier Province,Peshawar,Assassination,NGO,62,International NGO,Afghan Aid Association,"Doctor Saadat Shegiwal, Director, also member central committee Afghan*",Afghanistan,Firearms,Handgun
Sindh,Karachi,Armed Assault,Business,8,Hotel/Resort,,Hotel,Pakistan,Firearms,Automatic Weapon
Sindh,Karachi,Armed Assault,Private Citizens & Property,67,Unnamed Civilian/Unspecified,,Persons on street,Pakistan,Firearms,Automatic Weapon
Punjab,lahore,Bombing/Explosion,Private Citizens & Property,74,Marketplace/Plaza/Square,,market,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Punjab,Lahore,Assassination,Educational Institution,48,Teacher/Professor/Instructor,,2 American school teachers,United States,Firearms,Automatic Weapon
Islamabad Capital Territory,islamabad,Bombing/Explosion,Private Citizens & Property,73,Vehicles/Transportation,,private vehicle,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Sindh,Karachi,Assassination,Other,63,Ambulance,,Ambulance driver,Pakistan,Firearms,Handgun
Punjab,Rawalpindi,Bombing/Explosion,Private Citizens & Property,79,"Public Area (garden, parking lot, garage, beach, public building, camp)",,road near pearl continental hotel,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Punjab,Rawalpindi,Bombing/Explosion,Government (General),21,Government Building/Facility/Office,govt,post office,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Islamabad Capital Territory,islamabad,Bombing/Explosion,Transportation,99,Bus (excluding tourists),bus co,minibus in terminal,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Federally Administered Tribal Areas,Parachinar,Bombing/Explosion,Educational Institution,,.,,van carrying schoolboys,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Sindh,Karachi,Armed Assault,Private Citizens & Property,74,Marketplace/Plaza/Square,,Shopping Center,Pakistan,Firearms,Automatic Weapon
Punjab,lahore,Bombing/Explosion,Transportation,99,Bus (excluding tourists),,bus,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Punjab,kot khizri,Bombing/Explosion,Transportation,99,Bus (excluding tourists),bus co,bus,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Punjab,Lahore,Bombing/Explosion,Transportation,100,Train/Train Tracks/Trolley,railway,express train,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Sindh,Hyderabad,Assassination,Private Citizens & Property,67,Unnamed Civilian/Unspecified,,2 persons,Pakistan,Firearms,Automatic Weapon
Sindh,Karachi,Armed Assault,Transportation,101,Bus Station/Stop,,"Bus stop, main Saddar area for Karachi",Pakistan,Firearms,Automatic Weapon
Sindh,Karachi,Assassination,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Govt,Senator Mohsin Siddiqi,Pakistan,Firearms,Handgun
Sindh,Karachi,Armed Assault,Transportation,100,Train/Train Tracks/Trolley,Railway,Sukkur Express train,Pakistan,Firearms,Automatic Weapon
Sindh,Karachi,Bombing/Explosion,Private Citizens & Property,76,House/Apartment/Residence,,House,Pakistan,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)"
Sindh,Karachi,Bombing/Explosion,Private Citizens & Property,76,House/Apartment/Residence,,House,Pakistan,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)"
Sindh,Karachi,Armed Assault,Government (General),21,Government Building/Facility/Office,,Govt Bus and Bus Stop,Pakistan,Firearms,Automatic Weapon
Sindh,Khairpur,Assassination,Journalists & Media,53,Newspaper Journalist/Staff/Facility,Karachi daily paper,Journalist Rahat Hussain Kazmi,Pakistan,Firearms,Handgun
North-West Frontier Province,Peshawar,Assassination,Violent Political Party,109,Party Official/Candidate/Other Personnel,Jamaat-e-Islami (JI),Professor: Mohammed Zahir Khatib,Afghanistan,Firearms,Handgun
Sindh,Larkana,Assassination,Journalists & Media,53,Newspaper Journalist/Staff/Facility,Pakistan Press International/National newspaper,Ahmad Khan Kamal/Muthair Hussain Naqvi,Pakistan,Firearms,Handgun
Sindh,Karachi,Armed Assault,Transportation,99,Bus (excluding tourists),Bus Co.,Bus,Pakistan,Firearms,Automatic Weapon
Sindh,Karachi,Armed Assault,Business,5,Industrial/Textiles/Factory,Cement Factory,Cement Factory Work Bus,Pakistan,Firearms,Automatic Weapon
North-West Frontier Province,Peshawar,Assassination,NGO,62,International NGO,Shelter NOW International,"Vehicle, U.S. Director of Shelter NOW International",United States,Firearms,Automatic Weapon
Punjab,lahore,Bombing/Explosion,Business,5,Industrial/Textiles/Factory,tin plant,melting furnace,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Balochistan,Quetta,Assassination,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Baluchistan Govt (Provincial Govt),"Minister w/o Portfolio Haji Eid Mohammed Murtazi, last name also spelled*",Pakistan,Firearms,Automatic Weapon
Sindh,Hyderabad,Bombing/Explosion,Transportation,100,Train/Train Tracks/Trolley,railway,harachi express,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Sindh,hyderabad,Bombing/Explosion,Private Citizens & Property,75,Village/City/Town/Suburb,govt,Pucca oila area of hyderabad,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Sindh,hyderabad,Bombing/Explosion,Private Citizens & Property,75,Village/City/Town/Suburb,govt,Pucca oila area of hyderabad,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Sindh,hyderabad,Bombing/Explosion,Private Citizens & Property,75,Village/City/Town/Suburb,govt,Pucca oila area of hyderabad,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
